,CD,WDT,VBZ,NNP,POS,JJS,TO,RBR,UH,EX,RB,JJ,VBP,PDT,VBD,FW,WRB,DT,NNPS,JJR,PRP,VB,VBN,CC,WP,NN,MD,IN,RP,WP$,PRP$,NNS,VBG,RBS,LABEL
22,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,0,0,0,HUM
23,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
24,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
25,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,ENTY
26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,HUM
27,0.0,0,1.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,1,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,LOC
28,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
29,1.0,1,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0,0,LOC
30,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ABBR
31,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,ENTY
32,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,1,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,2,0,0.0,1.0,0.0,0,1,1,0,NUM
33,0.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0,0,0,0,HUM
34,0.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,0,0.0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,1,0,0,NUM
35,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,1,0,0,DESC
36,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,NUM
37,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
38,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,2,0,0,0,2.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,1,0,0,LOC
39,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,1.0,0.0,1,3,0,2.0,0.0,0.0,0,0,0,0,ENTY
40,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,0,0,0,1,1.0,0.0,0.0,0,1,1,2.0,0.0,0.0,1,0,0,0,DESC
41,0.0,0,0.0,4.0,0,0.0,1.0,0,0.0,0.0,0.0,2,0,0,1.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,ENTY
42,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,0,1,0,0,NUM
43,1.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,1,1.0,1,0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,2,0,0,NUM
44,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,1,0,0.0,0,1.0,1,0,0,1,2.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0,1,0,0,DESC
45,1.0,0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0,0,0,0,HUM
46,0.0,0,0.0,4.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,ENTY
47,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0,0,0,0,HUM
48,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,2,0,0,1,2.0,0.0,0.0,0,2,0,1.0,1.0,0.0,0,0,0,0,DESC
49,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,1,ENTY
50,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,LOC
51,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
52,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,HUM
53,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,1.0,1,0,0,0,0.0,1.0,0.0,0,1,0,1.0,0.0,0.0,0,0,0,0,DESC
54,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,HUM
55,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
56,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,1,0,0,ENTY
57,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
58,1.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,LOC
59,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
60,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,LOC
61,1.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,1,0,0,1,1.0,1.0,1.0,1,3,1,1.0,0.0,0.0,0,0,0,0,DESC
62,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,LOC
63,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
64,0.0,0,0.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,1,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,0,0,0,0,HUM
65,0.0,0,1.0,3.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,0,3,0,2.0,0.0,0.0,0,0,0,0,LOC
66,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
67,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,1.0,0,0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0,0,DESC
68,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,1,0,2.0,0.0,0.0,0,2,0,0,LOC
69,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,0,0,0,0,DESC
70,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,2.0,0.0,0.0,0,0,0,0,LOC
71,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,HUM
72,0.0,0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,2,0,0,1,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0,0,0,0,ENTY
73,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,1,0,DESC
74,0.0,0,0.0,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,2,0,0,0,0.0,0.0,1.0,1,0,0,2.0,0.0,0.0,0,0,0,0,HUM
75,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,1.0,0,0,0,1,1.0,1.0,0.0,0,2,0,1.0,0.0,0.0,0,1,0,0,DESC
76,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,HUM
77,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,4,0,2.0,0.0,0.0,0,0,0,0,ENTY
78,0.0,0,0.0,4.0,0,0.0,1.0,0,0.0,0.0,0.0,0,1,0,0.0,0,1.0,0,0,0,1,1.0,0.0,0.0,0,2,0,2.0,0.0,0.0,0,0,0,0,DESC
79,1.0,0,0.0,6.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,LOC
80,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,1,ENTY
81,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,1.0,1,1,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,1,0,0,NUM
82,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,DESC
83,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,0,0,0,LOC
84,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,ENTY
85,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,1,0,0.0,0,1.0,1,0,0,0,0.0,1.0,0.0,0,1,0,1.0,0.0,0.0,0,1,0,0,NUM
86,0.0,0,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0,0,0,0,LOC
87,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,ENTY
88,1.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,1,0,0,HUM
89,0.0,1,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,2,0,2.0,0.0,0.0,0,0,0,0,NUM
90,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0,NUM
91,0.0,0,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,1,0,0,DESC
92,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,0,1,0,0,DESC
93,0.0,0,0.0,4.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,1,0,0,ENTY
94,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
95,0.0,0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,DESC
96,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,HUM
97,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
98,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,1.0,0,0,0,0,0.0,0.0,1.0,0,3,0,0.0,0.0,0.0,0,0,0,0,NUM
99,0.0,0,1.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,0,0,0,0,0.0,1.0,0.0,1,4,0,0.0,0.0,0.0,0,0,0,0,LOC
100,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,HUM
101,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
102,0.0,0,0.0,2.0,1,0.0,1.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
103,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,2.0,0.0,0.0,0,1,0,0,ENTY
104,0.0,1,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,0,0,0,HUM
105,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,1.0,0,0.0,2,0,0,0,0.0,1.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,HUM
106,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,1.0,1,0,0,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,DESC
107,0.0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,LOC
108,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,1.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,ENTY
109,0.0,0,1.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,0,0,0,0,LOC
110,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,0,0,0,0,3.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0,0,0,DESC
111,0.0,0,2.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,0,1,0,1.0,0,1.0,1,0,0,1,1.0,0.0,0.0,0,2,0,2.0,1.0,0.0,0,1,0,0,LOC
112,1.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,1,0,0,LOC
113,0.0,1,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,1,0,0,0,ENTY
114,0.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
115,0.0,0,1.0,2.0,0,0.0,1.0,0,0.0,0.0,0.0,1,0,0,1.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1,3,0,1.0,0.0,0.0,0,0,0,0,ENTY
116,0.0,0,0.0,3.0,0,0.0,1.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,3,1,0,1,1.0,0.0,0.0,0,2,1,1.0,0.0,0.0,0,1,0,0,LOC
117,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,1.0,1,0,0,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,0,0,0,NUM
118,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,2,0,1.0,0.0,0.0,0,0,0,0,ENTY
119,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0,0,0,0,DESC
120,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,1.0,1,0,0,1,2.0,0.0,1.0,0,1,2,1.0,0.0,0.0,0,2,0,0,LOC
121,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,1,1,0,0,ENTY
122,0.0,0,1.0,1.0,0,0.0,1.0,0,0.0,0.0,0.0,1,0,0,1.0,0,1.0,3,0,0,0,0.0,0.0,0.0,0,2,0,1.0,0.0,0.0,0,0,0,0,DESC
123,1.0,0,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1,0,0,0.0,0,1.0,1,0,0,1,2.0,0.0,0.0,0,3,0,2.0,0.0,0.0,1,0,0,0,NUM
124,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0.0,0,1.0,0,0,0,0,1.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,2,0,0,DESC
125,0.0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,1.0,1,2,0,1.0,0.0,0.0,0,0,0,0,DESC
126,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,1.0,0,1.0,1,0,0,0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,DESC
127,0.0,0,0.0,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,0,0,0,0,HUM
128,0.0,0,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,1,3,0,1.0,0.0,0.0,1,1,0,0,HUM
